County,FileNumber,Measure Names,ProviderName,Measure Values
MIAMI-DADE,100053,Bed Census,HIALEAH HOSPITAL,154
MIAMI-DADE,100053,Available,HIALEAH HOSPITAL,78
MIAMI-DADE,100053,Available Capacity,HIALEAH HOSPITAL,0.336206897
MIAMI-DADE,100053,Total Staffed Bed Capacity,HIALEAH HOSPITAL,232
MIAMI-DADE,100061,Bed Census,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",260
MIAMI-DADE,100061,Available,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",181
MIAMI-DADE,100061,Available Capacity,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",0.410430839
MIAMI-DADE,100061,Total Staffed Bed Capacity,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",441
MIAMI-DADE,100076,Bed Census,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100076,Available,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100076,Available Capacity,VARIETY CHILDREN'S HOSPITAL,
MIAMI-DADE,100076,Total Staffed Bed Capacity,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100079,Bed Census,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,30
MIAMI-DADE,100079,Available,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,10
MIAMI-DADE,100079,Available Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,0.25
MIAMI-DADE,100079,Total Staffed Bed Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,40
MIAMI-DADE,100114,Bed Census,JACKSON NORTH MEDICAL CENTER,243
MIAMI-DADE,100114,Available,JACKSON NORTH MEDICAL CENTER,55
MIAMI-DADE,100114,Available Capacity,JACKSON NORTH MEDICAL CENTER,0.184563758
MIAMI-DADE,100114,Total Staffed Bed Capacity,JACKSON NORTH MEDICAL CENTER,298
MIAMI-DADE,100125,Bed Census,HOMESTEAD HOSPITAL,130
MIAMI-DADE,100125,Available,HOMESTEAD HOSPITAL,25
MIAMI-DADE,100125,Available Capacity,HOMESTEAD HOSPITAL,0.161290323
MIAMI-DADE,100125,Total Staffed Bed Capacity,HOMESTEAD HOSPITAL,155
MIAMI-DADE,100131,Bed Census,AVENTURA HOSPITAL AND MEDICAL CENTER,330
MIAMI-DADE,100131,Available,AVENTURA HOSPITAL AND MEDICAL CENTER,62
MIAMI-DADE,100131,Available Capacity,AVENTURA HOSPITAL AND MEDICAL CENTER,0.158163265
MIAMI-DADE,100131,Total Staffed Bed Capacity,AVENTURA HOSPITAL AND MEDICAL CENTER,392
MIAMI-DADE,100152,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,49
MIAMI-DADE,100152,Available,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,6
MIAMI-DADE,100152,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,0.109090909
MIAMI-DADE,100152,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,55
MIAMI-DADE,100154,Bed Census,SOUTH MIAMI HOSPITAL,337
MIAMI-DADE,100154,Available,SOUTH MIAMI HOSPITAL,108
MIAMI-DADE,100154,Available Capacity,SOUTH MIAMI HOSPITAL,0.242696629
MIAMI-DADE,100154,Total Staffed Bed Capacity,SOUTH MIAMI HOSPITAL,445
MIAMI-DADE,100165,Bed Census,WESTCHESTER GENERAL HOSPITAL,90
MIAMI-DADE,100165,Available,WESTCHESTER GENERAL HOSPITAL,14
MIAMI-DADE,100165,Available Capacity,WESTCHESTER GENERAL HOSPITAL,0.134615385
MIAMI-DADE,100165,Total Staffed Bed Capacity,WESTCHESTER GENERAL HOSPITAL,104
MIAMI-DADE,100181,Bed Census,LARKIN COMMUNITY HOSPITAL,84
MIAMI-DADE,100181,Available,LARKIN COMMUNITY HOSPITAL,30
MIAMI-DADE,100181,Available Capacity,LARKIN COMMUNITY HOSPITAL,0.263157895
MIAMI-DADE,100181,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL,114
MIAMI-DADE,100183,Bed Census,CORAL GABLES HOSPITAL,87
MIAMI-DADE,100183,Available,CORAL GABLES HOSPITAL,40
MIAMI-DADE,100183,Available Capacity,CORAL GABLES HOSPITAL,0.314960630
MIAMI-DADE,100183,Total Staffed Bed Capacity,CORAL GABLES HOSPITAL,127
MIAMI-DADE,100187,Bed Census,PALMETTO GENERAL HOSPITAL,284
MIAMI-DADE,100187,Available,PALMETTO GENERAL HOSPITAL,206
MIAMI-DADE,100187,Available Capacity,PALMETTO GENERAL HOSPITAL,0.420408163
MIAMI-DADE,100187,Total Staffed Bed Capacity,PALMETTO GENERAL HOSPITAL,490
MIAMI-DADE,100197,Bed Census,DOUGLAS GARDENS HOSPITAL,2
MIAMI-DADE,100197,Available,DOUGLAS GARDENS HOSPITAL,30
MIAMI-DADE,100197,Available Capacity,DOUGLAS GARDENS HOSPITAL,0.9375
MIAMI-DADE,100197,Total Staffed Bed Capacity,DOUGLAS GARDENS HOSPITAL,32
MIAMI-DADE,100208,Bed Census,JACKSON SOUTH MEDICAL CENTER,182
MIAMI-DADE,100208,Available,JACKSON SOUTH MEDICAL CENTER,42
MIAMI-DADE,100208,Available Capacity,JACKSON SOUTH MEDICAL CENTER,0.1875
MIAMI-DADE,100208,Total Staffed Bed Capacity,JACKSON SOUTH MEDICAL CENTER,224
MIAMI-DADE,100209,Bed Census,KENDALL REGIONAL MEDICAL CENTER,346
MIAMI-DADE,100209,Available,KENDALL REGIONAL MEDICAL CENTER,96
MIAMI-DADE,100209,Available Capacity,KENDALL REGIONAL MEDICAL CENTER,0.217194570
MIAMI-DADE,100209,Total Staffed Bed Capacity,KENDALL REGIONAL MEDICAL CENTER,442
MIAMI-DADE,100240,Bed Census,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,100240,Available,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,100240,Available Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,
MIAMI-DADE,100240,Total Staffed Bed Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,103004,Bed Census,ST CATHERINE'S REHABILITATION HOSPITAL,6
MIAMI-DADE,103004,Available,ST CATHERINE'S REHABILITATION HOSPITAL,16
MIAMI-DADE,103004,Available Capacity,ST CATHERINE'S REHABILITATION HOSPITAL,0.727272727
MIAMI-DADE,103004,Total Staffed Bed Capacity,ST CATHERINE'S REHABILITATION HOSPITAL,22
MIAMI-DADE,103038,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,58
MIAMI-DADE,103038,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,2
MIAMI-DADE,103038,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,0.033333333
MIAMI-DADE,103038,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,60
MIAMI-DADE,110040,Bed Census,SOUTHERN WINDS,54
MIAMI-DADE,110040,Available,SOUTHERN WINDS,18
MIAMI-DADE,110040,Available Capacity,SOUTHERN WINDS,0.25
MIAMI-DADE,110040,Total Staffed Bed Capacity,SOUTHERN WINDS,72
MIAMI-DADE,110041,Bed Census,WEST GABLES REHABILITATION HOSPITAL,60
MIAMI-DADE,110041,Available,WEST GABLES REHABILITATION HOSPITAL,0
MIAMI-DADE,110041,Available Capacity,WEST GABLES REHABILITATION HOSPITAL,0
MIAMI-DADE,110041,Total Staffed Bed Capacity,WEST GABLES REHABILITATION HOSPITAL,60
MIAMI-DADE,110199,Bed Census,NICKLAUS CHILDREN'S HOSPITAL,206
MIAMI-DADE,110199,Available,NICKLAUS CHILDREN'S HOSPITAL,91
MIAMI-DADE,110199,Available Capacity,NICKLAUS CHILDREN'S HOSPITAL,0.306397306
MIAMI-DADE,110199,Total Staffed Bed Capacity,NICKLAUS CHILDREN'S HOSPITAL,297
MIAMI-DADE,120014,Bed Census,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,185
MIAMI-DADE,120014,Available,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,2
MIAMI-DADE,120014,Available Capacity,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0.010695187
MIAMI-DADE,120014,Total Staffed Bed Capacity,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,187
MIAMI-DADE,23960028,Bed Census,SELECT SPECIALTY HOSPITAL-MIAMI,32
MIAMI-DADE,23960028,Available,SELECT SPECIALTY HOSPITAL-MIAMI,15
MIAMI-DADE,23960028,Available Capacity,SELECT SPECIALTY HOSPITAL-MIAMI,0.319148936
MIAMI-DADE,23960028,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-MIAMI,47
MIAMI-DADE,23960064,Bed Census,WEST KENDALL BAPTIST HOSPITAL,132
MIAMI-DADE,23960064,Available,WEST KENDALL BAPTIST HOSPITAL,23
MIAMI-DADE,23960064,Available Capacity,WEST KENDALL BAPTIST HOSPITAL,0.148387097
MIAMI-DADE,23960064,Total Staffed Bed Capacity,WEST KENDALL BAPTIST HOSPITAL,155
MIAMI-DADE,23960094,Bed Census,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,60
MIAMI-DADE,23960094,Available,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0
MIAMI-DADE,23960094,Available Capacity,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0
MIAMI-DADE,23960094,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,60
MIAMI-DADE,23960097,Bed Census,ST CATHERINE'S WEST REHABILITATION HOSPITAL,21
MIAMI-DADE,23960097,Available,ST CATHERINE'S WEST REHABILITATION HOSPITAL,19
MIAMI-DADE,23960097,Available Capacity,ST CATHERINE'S WEST REHABILITATION HOSPITAL,0.475
MIAMI-DADE,23960097,Total Staffed Bed Capacity,ST CATHERINE'S WEST REHABILITATION HOSPITAL,40
MONROE,100024,Bed Census,FISHERMEN'S COMMUNITY HOSPITAL,4
MONROE,100024,Available,FISHERMEN'S COMMUNITY HOSPITAL,5
MONROE,100024,Available Capacity,FISHERMEN'S COMMUNITY HOSPITAL,0.555555556
MONROE,100024,Total Staffed Bed Capacity,FISHERMEN'S COMMUNITY HOSPITAL,9
MONROE,100150,Bed Census,DEPOO HOSPITAL,17
MONROE,100150,Available,DEPOO HOSPITAL,28
MONROE,100150,Available Capacity,DEPOO HOSPITAL,0.622222222
MONROE,100150,Total Staffed Bed Capacity,DEPOO HOSPITAL,45
MONROE,100160,Bed Census,MARINERS HOSPITAL,33
MONROE,100160,Available,MARINERS HOSPITAL,8
MONROE,100160,Available Capacity,MARINERS HOSPITAL,0.195121951
MONROE,100160,Total Staffed Bed Capacity,MARINERS HOSPITAL,41
MONROE,100195,Bed Census,LOWER KEYS MEDICAL CENTER,48
MONROE,100195,Available,LOWER KEYS MEDICAL CENTER,24
MONROE,100195,Available Capacity,LOWER KEYS MEDICAL CENTER,0.333333333
MONROE,100195,Total Staffed Bed Capacity,LOWER KEYS MEDICAL CENTER,72
NASSAU,100140,Bed Census,BAPTIST MEDICAL CENTER NASSAU,40
NASSAU,100140,Available,BAPTIST MEDICAL CENTER NASSAU,28
NASSAU,100140,Available Capacity,BAPTIST MEDICAL CENTER NASSAU,0.411764706
NASSAU,100140,Total Staffed Bed Capacity,BAPTIST MEDICAL CENTER NASSAU,68
OKALOOSA,100054,Bed Census,TWIN CITIES HOSPITAL,26
OKALOOSA,100054,Available,TWIN CITIES HOSPITAL,17
OKALOOSA,100054,Available Capacity,TWIN CITIES HOSPITAL,0.395348837
OKALOOSA,100054,Total Staffed Bed Capacity,TWIN CITIES HOSPITAL,43
OKALOOSA,100122,Bed Census,NORTH OKALOOSA MEDICAL CENTER,86
OKALOOSA,100122,Available,NORTH OKALOOSA MEDICAL CENTER,27
OKALOOSA,100122,Available Capacity,NORTH OKALOOSA MEDICAL CENTER,0.238938053
OKALOOSA,100122,Total Staffed Bed Capacity,NORTH OKALOOSA MEDICAL CENTER,113
OKALOOSA,100223,Bed Census,FORT WALTON BEACH MEDICAL CENTER,228
OKALOOSA,100223,Available,FORT WALTON BEACH MEDICAL CENTER,14
OKALOOSA,100223,Available Capacity,FORT WALTON BEACH MEDICAL CENTER,0.057851240
OKALOOSA,100223,Total Staffed Bed Capacity,FORT WALTON BEACH MEDICAL CENTER,242
OKALOOSA,111520,Bed Census,GULF COAST TREATMENT CENTER,26
OKALOOSA,111520,Available,GULF COAST TREATMENT CENTER,2
OKALOOSA,111520,Available Capacity,GULF COAST TREATMENT CENTER,0.071428571
OKALOOSA,111520,Total Staffed Bed Capacity,GULF COAST TREATMENT CENTER,28
OKALOOSA,23960106,Bed Census,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",18
OKALOOSA,23960106,Available,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",12
OKALOOSA,23960106,Available Capacity,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",0.4
OKALOOSA,23960106,Total Staffed Bed Capacity,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",30
OKEECHOBEE,100252,Bed Census,RAULERSON HOSPITAL,48
OKEECHOBEE,100252,Available,RAULERSON HOSPITAL,52
OKEECHOBEE,100252,Available Capacity,RAULERSON HOSPITAL,0.52
OKEECHOBEE,100252,Total Staffed Bed Capacity,RAULERSON HOSPITAL,100
ORANGE,100006,Bed Census,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,643
ORANGE,100006,Available,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,190
ORANGE,100006,Available Capacity,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,0.228091236
ORANGE,100006,Total Staffed Bed Capacity,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,833
ORANGE,100007,Bed Census,ADVENTHEALTH ORLANDO,"1,013"
ORANGE,100007,Available,ADVENTHEALTH ORLANDO,351
ORANGE,100007,Available Capacity,ADVENTHEALTH ORLANDO,0.257331378
ORANGE,100007,Total Staffed Bed Capacity,ADVENTHEALTH ORLANDO,"1,364"
ORANGE,100021,Bed Census,ADVENTHEALTH EAST ORLANDO,253
ORANGE,100021,Available,ADVENTHEALTH EAST ORLANDO,42
ORANGE,100021,Available Capacity,ADVENTHEALTH EAST ORLANDO,0.142372881
ORANGE,100021,Total Staffed Bed Capacity,ADVENTHEALTH EAST ORLANDO,295
ORANGE,100030,Bed Census,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,179
ORANGE,100030,Available,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,24
ORANGE,100030,Available Capacity,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,0.118226601
ORANGE,100030,Total Staffed Bed Capacity,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,203
ORANGE,100129,Bed Census,ASPIRE HEALTH PARTNERS,40
ORANGE,100129,Available,ASPIRE HEALTH PARTNERS,15
ORANGE,100129,Available Capacity,ASPIRE HEALTH PARTNERS,0.272727273
ORANGE,100129,Total Staffed Bed Capacity,ASPIRE HEALTH PARTNERS,55
ORANGE,100162,Bed Census,ADVENTHEALTH WINTER PARK,207
ORANGE,100162,Available,ADVENTHEALTH WINTER PARK,215
ORANGE,100162,Available Capacity,ADVENTHEALTH WINTER PARK,0.509478673
ORANGE,100162,Total Staffed Bed Capacity,ADVENTHEALTH WINTER PARK,422
ORANGE,110047,Bed Census,UNIVERSITY BEHAVIORAL CENTER,82
ORANGE,110047,Available,UNIVERSITY BEHAVIORAL CENTER,33
ORANGE,110047,Available Capacity,UNIVERSITY BEHAVIORAL CENTER,0.286956522
ORANGE,110047,Total Staffed Bed Capacity,UNIVERSITY BEHAVIORAL CENTER,115
ORANGE,110051,Bed Census,LA AMISTAD RESIDENTIAL TREATMENT CENTER,19
ORANGE,110051,Available,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0
ORANGE,110051,Available Capacity,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0
ORANGE,110051,Total Staffed Bed Capacity,LA AMISTAD RESIDENTIAL TREATMENT CENTER,19
ORANGE,120001,Bed Census,ARNOLD PALMER MEDICAL CENTER,303
ORANGE,120001,Available,ARNOLD PALMER MEDICAL CENTER,152
ORANGE,120001,Available Capacity,ARNOLD PALMER MEDICAL CENTER,0.334065934
ORANGE,120001,Total Staffed Bed Capacity,ARNOLD PALMER MEDICAL CENTER,455
ORANGE,120002,Bed Census,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,243
ORANGE,120002,Available,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,11
ORANGE,120002,Available Capacity,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,0.043307087
ORANGE,120002,Total Staffed Bed Capacity,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,254
ORANGE,120003,Bed Census,ADVENTHEALTH APOPKA,98
ORANGE,120003,Available,ADVENTHEALTH APOPKA,22
ORANGE,120003,Available Capacity,ADVENTHEALTH APOPKA,0.183333333
ORANGE,120003,Total Staffed Bed Capacity,ADVENTHEALTH APOPKA,120
ORANGE,23960043,Bed Census,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),31
ORANGE,23960043,Available,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),4
ORANGE,23960043,Available Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),0.114285714
ORANGE,23960043,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),35
ORANGE,23960068,Bed Census,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),63
ORANGE,23960068,Available,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0
ORANGE,23960068,Available Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0
ORANGE,23960068,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),63
ORANGE,23960083,Bed Census,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,135
ORANGE,23960083,Available,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0
ORANGE,23960083,Available Capacity,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0
ORANGE,23960083,Total Staffed Bed Capacity,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,135
ORANGE,23960096,Bed Census,NEMOURS CHILDREN'S HOSPITAL,85
ORANGE,23960096,Available,NEMOURS CHILDREN'S HOSPITAL,28
ORANGE,23960096,Available Capacity,NEMOURS CHILDREN'S HOSPITAL,0.247787611
ORANGE,23960096,Total Staffed Bed Capacity,NEMOURS CHILDREN'S HOSPITAL,113
OSCEOLA,100074,Bed Census,ORLANDO HEALTH ST CLOUD HOSPITAL,63
OSCEOLA,100074,Available,ORLANDO HEALTH ST CLOUD HOSPITAL,30
OSCEOLA,100074,Available Capacity,ORLANDO HEALTH ST CLOUD HOSPITAL,0.322580645
OSCEOLA,100074,Total Staffed Bed Capacity,ORLANDO HEALTH ST CLOUD HOSPITAL,93
OSCEOLA,100089,Bed Census,ADVENTHEALTH KISSIMMEE,147
OSCEOLA,100089,Available,ADVENTHEALTH KISSIMMEE,29
OSCEOLA,100089,Available Capacity,ADVENTHEALTH KISSIMMEE,0.164772727
OSCEOLA,100089,Total Staffed Bed Capacity,ADVENTHEALTH KISSIMMEE,176
OSCEOLA,100110,Bed Census,OSCEOLA REGIONAL MEDICAL CENTER,330
OSCEOLA,100110,Available,OSCEOLA REGIONAL MEDICAL CENTER,102
OSCEOLA,100110,Available Capacity,OSCEOLA REGIONAL MEDICAL CENTER,0.236111111
OSCEOLA,100110,Total Staffed Bed Capacity,OSCEOLA REGIONAL MEDICAL CENTER,432
OSCEOLA,23960017,Bed Census,ADVENTHEALTH CELEBRATION,241
OSCEOLA,23960017,Available,ADVENTHEALTH CELEBRATION,101
OSCEOLA,23960017,Available Capacity,ADVENTHEALTH CELEBRATION,0.295321637
OSCEOLA,23960017,Total Staffed Bed Capacity,ADVENTHEALTH CELEBRATION,342
OSCEOLA,23960111,Bed Census,POINCIANA MEDICAL CENTER,67
OSCEOLA,23960111,Available,POINCIANA MEDICAL CENTER,9
OSCEOLA,23960111,Available Capacity,POINCIANA MEDICAL CENTER,0.118421053
OSCEOLA,23960111,Total Staffed Bed Capacity,POINCIANA MEDICAL CENTER,76
OSCEOLA,23960129,Bed Census,BLACKBERRY CENTER,55
OSCEOLA,23960129,Available,BLACKBERRY CENTER,9
OSCEOLA,23960129,Available Capacity,BLACKBERRY CENTER,0.140625
OSCEOLA,23960129,Total Staffed Bed Capacity,BLACKBERRY CENTER,64
PALM BEACH,100002,Bed Census,BETHESDA HOSPITAL EAST,249
PALM BEACH,100002,Available,BETHESDA HOSPITAL EAST,140
PALM BEACH,100002,Available Capacity,BETHESDA HOSPITAL EAST,0.359897172
PALM BEACH,100002,Total Staffed Bed Capacity,BETHESDA HOSPITAL EAST,389
PALM BEACH,100010,Bed Census,ST MARY'S MEDICAL CENTER,338
PALM BEACH,100010,Available,ST MARY'S MEDICAL CENTER,143
PALM BEACH,100010,Available Capacity,ST MARY'S MEDICAL CENTER,0.297297297
PALM BEACH,100010,Total Staffed Bed Capacity,ST MARY'S MEDICAL CENTER,481
PALM BEACH,100080,Bed Census,JFK MEDICAL CENTER,341
PALM BEACH,100080,Available,JFK MEDICAL CENTER,256
PALM BEACH,100080,Available Capacity,JFK MEDICAL CENTER,0.428810720
PALM BEACH,100080,Total Staffed Bed Capacity,JFK MEDICAL CENTER,597
PALM BEACH,100130,Bed Census,LAKESIDE MEDICAL CENTER,35
PALM BEACH,100130,Available,LAKESIDE MEDICAL CENTER,35
PALM BEACH,100130,Available Capacity,LAKESIDE MEDICAL CENTER,0.5
PALM BEACH,100130,Total Staffed Bed Capacity,LAKESIDE MEDICAL CENTER,70
PALM BEACH,100168,Bed Census,BOCA RATON REGIONAL HOSPITAL,264
PALM BEACH,100168,Available,BOCA RATON REGIONAL HOSPITAL,113
PALM BEACH,100168,Available Capacity,BOCA RATON REGIONAL HOSPITAL,0.299734748
PALM BEACH,100168,Total Staffed Bed Capacity,BOCA RATON REGIONAL HOSPITAL,377
PALM BEACH,100176,Bed Census,PALM BEACH GARDENS MEDICAL CENTER,156
PALM BEACH,100176,Available,PALM BEACH GARDENS MEDICAL CENTER,56
PALM BEACH,100176,Available Capacity,PALM BEACH GARDENS MEDICAL CENTER,0.264150943
PALM BEACH,100176,Total Staffed Bed Capacity,PALM BEACH GARDENS MEDICAL CENTER,212
PALM BEACH,100234,Bed Census,JFK MEDICAL CENTER NORTH CAMPUS,130
PALM BEACH,100234,Available,JFK MEDICAL CENTER NORTH CAMPUS,102
PALM BEACH,100234,Available Capacity,JFK MEDICAL CENTER NORTH CAMPUS,0.439655172
PALM BEACH,100234,Total Staffed Bed Capacity,JFK MEDICAL CENTER NORTH CAMPUS,232
PALM BEACH,100253,Bed Census,JUPITER MEDICAL CENTER,156
PALM BEACH,100253,Available,JUPITER MEDICAL CENTER,86
PALM BEACH,100253,Available Capacity,JUPITER MEDICAL CENTER,0.355371901
PALM BEACH,100253,Total Staffed Bed Capacity,JUPITER MEDICAL CENTER,242
PALM BEACH,100258,Bed Census,DELRAY MEDICAL CENTER,341
PALM BEACH,100258,Available,DELRAY MEDICAL CENTER,95
PALM BEACH,100258,Available Capacity,DELRAY MEDICAL CENTER,0.217889908
PALM BEACH,100258,Total Staffed Bed Capacity,DELRAY MEDICAL CENTER,436
PALM BEACH,104008,Bed Census,SUNVIEW MEDICAL CENTER,0
PALM BEACH,104008,Available,SUNVIEW MEDICAL CENTER,0
PALM BEACH,104008,Available Capacity,SUNVIEW MEDICAL CENTER,
PALM BEACH,104008,Total Staffed Bed Capacity,SUNVIEW MEDICAL CENTER,0
PALM BEACH,110006,Bed Census,PALMS WEST HOSPITAL,179
PALM BEACH,110006,Available,PALMS WEST HOSPITAL,25
PALM BEACH,110006,Available Capacity,PALMS WEST HOSPITAL,0.122549020
PALM BEACH,110006,Total Staffed Bed Capacity,PALMS WEST HOSPITAL,204
PALM BEACH,110008,Bed Census,WEST BOCA MEDICAL CENTER,122
PALM BEACH,110008,Available,WEST BOCA MEDICAL CENTER,101
PALM BEACH,110008,Available Capacity,WEST BOCA MEDICAL CENTER,0.452914798
PALM BEACH,110008,Total Staffed Bed Capacity,WEST BOCA MEDICAL CENTER,223
PALM BEACH,110010,Bed Census,WELLINGTON REGIONAL MEDICAL CENTER,198
PALM BEACH,110010,Available,WELLINGTON REGIONAL MEDICAL CENTER,24
PALM BEACH,110010,Available Capacity,WELLINGTON REGIONAL MEDICAL CENTER,0.108108108
PALM BEACH,110010,Total Staffed Bed Capacity,WELLINGTON REGIONAL MEDICAL CENTER,222
PALM BEACH,110403,Bed Census,GOOD SAMARITAN MEDICAL CENTER,163
PALM BEACH,110403,Available,GOOD SAMARITAN MEDICAL CENTER,14
PALM BEACH,110403,Available Capacity,GOOD SAMARITAN MEDICAL CENTER,0.079096045
PALM BEACH,110403,Total Staffed Bed Capacity,GOOD SAMARITAN MEDICAL CENTER,177
PALM BEACH,23960072,Bed Census,SELECT SPECIALTY HOSPITAL- PALM BEACH,59
PALM BEACH,23960072,Available,SELECT SPECIALTY HOSPITAL- PALM BEACH,1
PALM BEACH,23960072,Available Capacity,SELECT SPECIALTY HOSPITAL- PALM BEACH,0.016666667
PALM BEACH,23960072,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL- PALM BEACH,60
PALM BEACH,23960074,Bed Census,KINDRED HOSPITAL THE PALM BEACHES,49
PALM BEACH,23960074,Available,KINDRED HOSPITAL THE PALM BEACHES,2
PALM BEACH,23960074,Available Capacity,KINDRED HOSPITAL THE PALM BEACHES,0.039215686
PALM BEACH,23960074,Total Staffed Bed Capacity,KINDRED HOSPITAL THE PALM BEACHES,51
PALM BEACH,23960098,Bed Census,BETHESDA HOSPITAL WEST,65
PALM BEACH,23960098,Available,BETHESDA HOSPITAL WEST,15
PALM BEACH,23960098,Available Capacity,BETHESDA HOSPITAL WEST,0.1875
PALM BEACH,23960098,Total Staffed Bed Capacity,BETHESDA HOSPITAL WEST,80
PASCO,100046,Bed Census,ADVENTHEALTH ZEPHYRHILLS,127
PASCO,100046,Available,ADVENTHEALTH ZEPHYRHILLS,20
PASCO,100046,Available Capacity,ADVENTHEALTH ZEPHYRHILLS,0.136054422
PASCO,100046,Total Staffed Bed Capacity,ADVENTHEALTH ZEPHYRHILLS,147
PASCO,100063,Bed Census,MORTON PLANT NORTH BAY HOSPITAL,141
PASCO,100063,Available,MORTON PLANT NORTH BAY HOSPITAL,11
PASCO,100063,Available Capacity,MORTON PLANT NORTH BAY HOSPITAL,0.072368421
PASCO,100063,Total Staffed Bed Capacity,MORTON PLANT NORTH BAY HOSPITAL,152
PASCO,100191,Bed Census,MEDICAL CENTER OF TRINITY,180
PASCO,100191,Available,MEDICAL CENTER OF TRINITY,65
PASCO,100191,Available Capacity,MEDICAL CENTER OF TRINITY,0.265306122
PASCO,100191,Total Staffed Bed Capacity,MEDICAL CENTER OF TRINITY,245
